Product,Price,Brand,Core,RAM,ScrSize,GraphicCard,Drive_Type,Capacity,OperSystem,Weight,Madein,Since,Shop,URL
Laptop HP Probook 450 G9 i5 1235U/8GB/512GB/Win11 (6M0Y9PA),21290000,HP,Intel Core i5 Tiger Lake,8,15.6,Card tích hợp - Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi),SSD,512 GB SSD NVMe PCIe,Windows 11 Home SL,1.74,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-probook-450-g9-i5-6m0y9pa
Laptop HP Pavilion 15 eg0504TU i7 1165G7/8GB/512GB/Win11 (46M00PA),20590000,HP,Intel Core i7 Tiger Lake,8,15.6,Card tích hợp - Intel Iris Xe Graphics,SSD,Không hỗ trợ khe cắm HDD,Windows 11 Home SL,1.685,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-pavilion-15-eg0504tu-i7-1165g7-46m00pa
Laptop Acer Aspire 7 Gaming A715 42G R05G R5 5500U/8GB/512GB/4GB GTX1650/144Hz/Win11 (NH.QAYSV.007),20490000,Acer,AMD Ryzen 5,8,15.6,Card rời - NVIDIA GeForce GTX 1650 4 GB,SSD,Không hỗ trợ khe cắm HDD,Windows 11 Home SL,2.1,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/acer-aspire-7-gaming-a715-42g-r05g-r5-nhqaysv007
Laptop Asus ZenBook UX425EA i5 1135G7/8GB/512GB/Cáp/Túi/Win11 (KI839W),22490000,Asus,Intel Core i5 Tiger Lake,8,14,Card tích hợp - Intel Iris Xe Graphics,SSD,512 GB SSD NVMe PCIe,Windows 11 Home SL,1.17,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-zenbook-ux425ea-i5-ki839w
Laptop Asus Vivobook 14X OLED A1403ZA i5 12500H/8GB/512GB/Win11 (KM065W),20090000,Asus,Intel Core i5 Tiger Lake,8,14,Card tích hợp - Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi),SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác không giới hạn dung lượng)",Windows 11 Home SL,1.6,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-vivobook-14x-oled-a1403za-i5-km065w
Laptop HP Pavilion 15 eg2036TX i5 1235U/8GB/512GB/2GB MX550/Win11 (6K782PA),20590000,HP,Intel Core i5 Tiger Lake,8,15.6,Card rời - NVIDIA GeForce MX550 2 GB,SSD,512 GB SSD NVMe PCIe,Windows 11 Home SL,1.74,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-pavilion-15-eg2036tx-i5-6k782pa
Laptop Dell Inspiron 15 3511 i5 1135G7/8GB/512GB/2GB MX350/Office H&S/Win11 (70270650),19990000,Dell,Intel Core i5 Tiger Lake,8,15.6,"Card rời - NVIDIA GeForce MX350, 2 GB",SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280) / 1 TB (2230))",Windows 11 Home SL + Office Home & Student vĩnh viễn,1.73,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-inspiron-15-3511-i5-70270650
Laptop Dell Inspiron 15 3511 i5 1135G7/8GB/512GB/2GB MX350/Office H&S/Win11 (70270650),19990000,Dell,Intel Core i5 Tiger Lake,8,15.6,"Card rời - NVIDIA GeForce MX350, 2 GB",SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280) / 1 TB (2230))",Windows 11 Home SL + Office Home & Student vĩnh viễn,1.73,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-inspiron-15-3511-i5-70270650
Laptop HP Pavilion 15 eg2035TX i5 1235U/8GB/512GB/2GB MX550/Win11 (6K781PA),20590000,HP,Intel Core i5 Tiger Lake,8,15.6,Card rời - NVIDIA GeForce MX550 2 GB,SSD,512 GB SSD NVMe PCIe,Windows 11 Home SL,1.74,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-pavilion-15-eg2035tx-i5-6k781pa
Laptop Lenovo Ideapad 5 Pro 14ITL6 i5 1155G7/8GB/512GB/Win11 (82L300M9VN),19590000,Lenovo,Intel Core i5 Tiger Lake,8,14,Card tích hợp - Intel Iris Xe Graphics,SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242))",Windows 11 Home SL,1.38,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-ideapad-5-pro-14itl6-i5-82l300m9vn
Laptop Lenovo ThinkBook 14s G2 ITL i7 1165G7/8GB/512GB/Win11 (20VA003RVN),19290000,Lenovo,Intel Core i7 Tiger Lake,8,14,Card tích hợp - Intel Iris Xe Graphics,SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242))",Windows 11 Home SL,1.27,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-thinkbook-14s-g2-itl-i7-20va003rvn
Laptop HP 15s fq5077TU i7 1255U/8GB/512GB/Win11 (6K797PA),20290000,HP,Intel Core i7 Tiger Lake,8,15.6,Card tích hợp - Intel Iris Xe Graphics,SSD,512 GB SSD NVMe PCIe,Windows 11 Home SL,1.69,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-15s-fq5077tu-i7-6k797pa
Laptop Asus Vivobook S 14 Flip TP3402ZA i5 12500H/8GB/512GB/Touch/Pen/Win11 (LZ159W),21490000,Asus,Intel Core i7 Tiger Lake,8,14,Card tích hợp - Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi),SSD,512 GB SSD NVMe PCIe,Windows 11 Home SL,1.5,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-vivobook-s-14-flip-tp3402z-i5-lz159w
Laptop Lenovo ThinkBook 14 G2 ITL i7 1165G7/8GB/512GB/Win10 (20VD003LVN),19090000,Lenovo,Intel Core i7 Tiger Lake,8,14,Card tích hợp - Intel Iris Xe Graphics,SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242))",Windows 10 Home SL,1.4,,2020,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-thinkbook-14-g2-itl-i7-20vd003lvn
Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (i5U085W11BLU),18990000,Dell,Intel Core i7 Tiger Lake,8,15.6,Card tích hợp - Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi),SSD,Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB),Windows 11 Home SL + Office Home & Student vĩnh viễn,1.9,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-inspiron-15-3520-i5u085w11blu
Laptop Dell Vostro 3400 i5 1135G7/8GB/512GB/2GB MX330/OfficeHS/Win11 (YX51W6),18590000,Dell,Intel Core i5 Tiger Lake,8,14,"Card rời - NVIDIA GeForce MX330, 2 GB",SSD,Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 2 TB),Windows 11 Home SL + Office Home & Student vĩnh viễn,1.64,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-vostro-3400-i5-yx51w6
Laptop Dell Inspiron 15 3520 i5 1235U/8GB/256GB/120Hz/OfficeHS/Win11 (N5I5122W1),18590000,Dell,Intel Core i5 Tiger Lake,8,15.6,Card tích hợp - Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi),SSD,Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 2 TB),Windows 11 Home SL + Office Home & Student vĩnh viễn,1.9,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-inspiron-15-3520-i5-n5i5122w1
Laptop Lenovo ThinkBook 14s G2 ITL i5 1135G7/8GB/512GBWin11 (20VA003NVN),18290000,Lenovo,Intel Core i5 Tiger Lake,8,14,Card tích hợp - Intel Iris Xe Graphics,SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242))",Windows 11 Home SL,1.27,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-thinkbook-14s-g2-itl-i5-20va003nvn
Laptop Dell Vostro 3400 i5 1135G7/8GB/256GB/OfficeHS/Win11 (70270645),18290000,Dell,Intel Core i5 Tiger Lake,8,14,Card tích hợp - Intel Iris Xe Graphics,SSD,Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 2 TB),Windows 11 Home SL + Office Home & Student vĩnh viễn,1.64,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-vostro-3400-i5-70270645
Laptop Asus VivoBook A515EA OLED i5 1135G7/8GB/512GB/Win11 (L12032W),18090000,Asus,Intel Core i5 Tiger Lake,8,15.6,Card tích hợp - Intel Iris Xe Graphics,SSD,Hỗ trợ thêm 1 khe cắm HDD SATA (nâng cấp tối đa 1 TB),Windows 11 Home SL,1.8,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-vivobook-a515ea-oled-i5-l12032w
Laptop Lenovo ThinkBook 14s G2 ITL i5 1135G7/8GB/512GB/Win10 (20VA000NVN),17990000,Lenovo,Intel Core i5 Tiger Lake,8,14,Card tích hợp - Intel Iris Xe Graphics,SSD,512 GB SSD NVMe PCIe,Windows 10 Home SL,1.27,,2020,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-thinkbook-14s-g2-itl-i5-20va000nvn
Laptop HP Pavilion 14 dv2033TU i5 1235U/8GB/512GB/Win11 (6K769PA),18990000,HP,Intel Core i5 Tiger Lake,8,14,Card tích hợp - Intel Iris Xe Graphics,SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (Gen 3) / 1 TB (Gen 4))",Windows 11 Home SL,1.41,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-pavilion-14-dv2033tu-i5-6k769pa
Laptop Asus VivoBook X515EA i7 1165G7/8GB/512GB/Win11 (EJ1918W),17930000,Asus,Intel Core i7 Tiger Lake,8,15.6,Card tích hợp - Intel Iris Xe Graphics,SSD,Hỗ trợ thêm 1 khe cắm HDD SATA (nâng cấp tối đa 1 TB),Windows 11 Home SL,1.8,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-vivobook-x515ea-i7-ej1918w
Laptop Lenovo ThinkBook 15 G2 ITL i5 1135G7/8GB/512GB/Win11 (20VE00UNVN),17890000,Lenovo,Intel Core i5 Tiger Lake,8,15.6,Card tích hợp - Intel Iris Xe Graphics,SSD,Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 2 TB),Windows 11 Home SL,1.7,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-thinkbook-15-g2-itl-i5-20ve00unvn
Laptop Asus Vivobook 14 X1402ZA i5 1240P/8GB/512GB/Win11 (EK083W),17590000,Asus,Intel Core i5 Tiger Lake,8,14,Card tích hợp - Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi),SSD,512 GB SSD NVMe PCIe,Windows 11 Home SL,1.5,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-vivobook-14-x1402za-i5-ek083w
Laptop Lenovo Ideapad 5 14IAL7 i5 1235U/8GB/512GB/Win11 (82SD0060VN),17590000,Lenovo,Intel Core i5 Tiger Lake,8,14,Card tích hợp - Intel Iris Xe Graphics,SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242))",Windows 11 Home SL,1.44,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-ideapad-5-14ial7-i5-82sd0060vn
Laptop HP Pavilion 15 eg2059TU i5 1240P/8GB/256GB/Win11 (6K789PA),17990000,HP,Intel Core i5 Tiger Lake,8,15.6,Card tích hợp - Intel Iris Xe Graphics,SSD,256 GB SSD NVMe PCIe,Windows 11 Home SL,1.72,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-pavilion-15-eg2059tu-i5-6k789pa
Laptop HP Pavilion 15 eg2059TU i5 1240P/8GB/256GB/Win11 (6K789PA),17990000,HP,Intel Core i5 Tiger Lake,8,15.6,Card tích hợp - Intel Iris Xe Graphics,SSD,256 GB SSD NVMe PCIe,Windows 11 Home SL,1.72,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-pavilion-15-eg2059tu-i5-6k789pa
Laptop Asus VivoBook S533EA i5 1135G7/8GB/512GB/Win11 (BN462W),17130000,Asus,Intel Core i5 Tiger Lake,8,15.6,Card tích hợp - Intel Iris Xe Graphics,SSD,512 GB SSD NVMe PCIe,Windows 11 Home SL,1.8,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-vivobook-s533ea-i5-bn462w
Laptop Asus VivoBook S433EA i5 1135G7/8GB/512GB/Win11 (AM2307W),17130000,Asus,Intel Core i5 Tiger Lake,8,14,Card tích hợp - Intel Iris Xe Graphics,SSD,512 GB SSD NVMe PCIe,Windows 11 Home SL,1.4,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-vivobook-s433ea-i5-am2307w
Laptop Dell Vostro 3405 R5 3500U/8GB/512GB/Office H&S/Win11 (V4R53500U003W1),16990000,Dell,AMD Ryzen 5,8,14,Card tích hợp - AMD Radeon Vega 8 Graphics,SSD,Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB),Windows 11 Home SL + Office Home & Student vĩnh viễn,1.7,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-vostro-3405-r5-v4r53500u003w1
Laptop Acer Aspire 3 A315 57G 573F i5 1035G1/8GB/512GB/2GB MX330/Win11 (NX.HZRSV.00B),16990000,Acer,Intel Core i5 Ice Lake,8,15.6,"Card rời - NVIDIA GeForce MX330, 2 GB",SSD,Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB),Windows 11 Home SL,1.9,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/acer-aspire-3-a315-57g-573f-i5-nxhzrsv00b
Laptop Acer Aspire 3 A315 58 59LY i5 1135G7/8GB/512GB/Win11 (NX.ADDSV.00G),16990000,Acer,Intel Core i5 Tiger Lake,8,15.6,Card tích hợp - Intel Iris Xe Graphics,SSD,Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB),Windows 11 Home SL,1.7,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/acer-aspire-3-a315-58-59ly-i5-nxaddsv00g
Surface Laptop Go i5 1035G1/8GB/128GB/Touch/Win10,16490000,Surface,Intel Core i5 Ice Lake,8,12.4,Card tích hợp - Intel UHD Graphics,SSD,"Không hỗ trợ nâng cấp, không hỗ trợ thêm khe cắm mở rộng nào khác",Windows 10 Home SL,1.11,,2020,Dienmayxanh,https://www.dienmayxanh.com/laptop/surface-go-i5-thh00001
Laptop HP 240 G9 i5 1235U/8GB/256GB/Win11 (6L1Y1PA),17590000,HP,Intel Core i5 Ice Lake,8,14,Card tích hợp - Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi),SSD,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Windows 11 Home SL,1.47,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-240-g9-i5-6l1y1pa
Laptop HP Pavilion X360 14 ek0059TU i3 1215U/8GB/256GB/Touch/Win11 (6K7E1PA),16590000,HP,Intel Core i5 Ice Lake,8,14,Card tích hợp - Intel UHD Graphics,SSD,256 GB SSD NVMe PCIe,Windows 11 Home SL,1.517,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-pavilion-x360-14-ek0059tu-i3-6k7e1pa
Laptop Asus VivoBook 15X OLED A1503ZA i3 1220P/8GB/256GB/Win11 (L1152W),16190000,Asus,Intel Core i5 Ice Lake,8,15.6,Card tích hợp - Intel UHD Graphics,SSD,256 GB SSD NVMe PCIe,Windows 11 Home SL,1.7,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-vivobook-15x-oled-a1503za-i3-l1152w
Laptop Lenovo Ideapad 3 15IAU7 i5 1235U/8GB/512GB/Win11 (82RK001PVN),16090000,Lenovo,Intel Core i5 Ice Lake,8,15.6,Card tích hợp - Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi),SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Windows 11 Home SL,1.63,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-ideapad-3-15iau7-i5-82rk001pvn
Laptop Asus VivoBook X515EP i5 1135G7/8GB/512GB/2GB MX330/Win11 (BQ400W),,Asus,Intel Core i5 Tiger Lake,8,15.6,"Card rời - NVIDIA GeForce MX330, 2 GB",SSD,Hỗ trợ thêm 1 khe cắm HDD SATA (nâng cấp tối đa 1 TB),Windows 11 Home SL,1.8,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-vivobook-x515ep-i5-bq400w
Laptop Lenovo ThinkBook 14 G3 ACL R7 5700U/8GB/512GB/Win11 (21A200CSVN),15990000,Lenovo,AMD Ryzen 7,8,14,Card tích hợp - AMD Radeon Graphics,SSD,Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 2 TB),Windows 11 Home SL,1.4,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-thinkbook-14-g3-acl-r7-21a200csvn
Laptop Acer Aspire A514 54 5127 i5 1135G7/8GB/512GB/Win11 (NX.A28SV.007),15990000,Acer,Intel Core i5 Tiger Lake,8,14,Card tích hợp - Intel Iris Xe Graphics,SSD,Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB),Windows 11 Home SL,1.46,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/acer-aspire-a514-54-5127-i5-nxa28sv007
Laptop Asus VivoBook X415EA i5 1135G7/8GB/512GB/Win11 (EB637W),15390000,Asus,Intel Core i5 Tiger Lake,8,14,Card tích hợp - Intel Iris Xe Graphics,SSD,Hỗ trợ khe cắm HDD SATA,Windows 11 Home SL,1.55,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-vivobook-x415ea-i5-eb637w
Laptop Asus Vivobook 14X A1403ZA i3 1220P/8GB/512GB/Win11 (LY143W),15190000,Asus,Intel Core i5 Tiger Lake,8,14,Card tích hợp - Intel UHD Graphics,SSD,512 GB SSD NVMe PCIe,Windows 11 Home SL,1.6,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-vivobook-14x-a1403za-i3-ly143w
Laptop HP Pavilion 15 eg2062TU i3 1215U/8GB/256GB/Win11 (6K790PA),14990000,HP,Intel Core i5 Tiger Lake,8,15.6,Card tích hợp - Intel UHD Graphics,SSD,256 GB SSD NVMe PCIe,Windows 11 Home SL,1.74,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-pavilion-15-eg2062tu-i3-6k790pa
Laptop HP Pavilion X360 14 dy0171TU i3 1125G4/4GB/512GB/Touch/Win11 (4Y1D6PA),14490000,HP,Intel Core i3 Tiger Lake,4,14,Card tích hợp - Intel UHD Graphics,SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Windows 11 Home SL,1.525,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-pavilion-x360-14-dy0171tu-i3-4y1d6pa
Laptop Lenovo IdeaPad 3 14ITL6 i5 1135G7/8GB/512GB/Win11 (82H700WAVN),14490000,Lenovo,Intel Core i5 Tiger Lake,8,14,Card tích hợp - Intel Iris Xe Graphics,SSD,Hỗ trợ thêm 1 khe cắm HDD SATA (nâng cấp tối đa 1 TB),Windows 11 Home SL,1.41,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-ideapad-3-14itl6-i5-82h700wavn
Laptop HP 14s fq1065AU R5 5500U/8GB/512GB/Win11 (4K0Z5PA),,HP,AMD Ryzen 5,8,14,Card tích hợp - AMD Radeon Graphics,SSD,Hỗ trợ thêm 1 khe cắm HDD SATA (nâng cấp tối đa 1 TB),Windows 11 Home SL,1.47,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-14s-fq1065au-r5-4k0z5pa-win11
Laptop HP Pavilion X360 14 dy0161TU i3 1125G4/4GB/512GB/Touch/Win11 (4Y1D2PA),13990000,HP,Intel Core i3 Tiger Lake,4,14,Card tích hợp - Intel UHD Graphics,SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Windows 11 Home SL,1.525,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-pavilion-x360-14-dy0161tu-i3-4y1d2pa
Laptop Acer Aspire 3 A315 58 358E i3 1115G4/8GB/512GB/Win11 (NX.ADDSV.00F),13990000,Acer,Intel Core i3 Tiger Lake,8,15.6,Card tích hợp - Intel UHD Graphics,SSD,Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 2 TB),Windows 11 Home SL,1.7,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/acer-aspire-3-a315-58-358e-i3-nxaddsv00f
Laptop Lenovo Ideapad 3 15ITL6 i5 1135G7/8GB/512GB/Win11 (82H801P9VN),,Lenovo,Intel Core i5 Tiger Lake,8,15.6,Card tích hợp - Intel Iris Xe Graphics,SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242))",Windows 11 Home SL,1.65,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-ideapad-3-15itl6-i5-82h801p9vn
Laptop Asus Vivobook 14 X1402ZA i3 1220P/4GB/512GB/Win11 (EK249W),13690000,Asus,Intel Core i5 Tiger Lake,4,14,Card tích hợp - Intel UHD Graphics,SSD,512 GB SSD NVMe PCIe,Windows 11 Home SL,1.5,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-vivobook-14-x1402za-i3-ek249w
Laptop HP 340s G7 i3 1005G1/4GB/512GB/Win10 (224L1PA),13690000,HP,Intel Core i3 Ice Lake,4,14,Card tích hợp - Intel UHD Graphics,SSD,512 GB SSD NVMe PCIe,Windows 10 Home SL,1.346,,2020,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-340s-g7-i3-224l1pa
Laptop Lenovo Ideapad 3 15IAU7 i3 1215U/8GB/512GB/Win11 (82RK001MVN),13290000,Lenovo,Intel Core i3 Ice Lake,8,15.6,Card tích hợp - Intel UHD Graphics,SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Windows 11 Home SL,1.63,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-ideapad-3-15iau7-i3-82rk001mvn
Laptop HP Pavilion 15 eg0541TU i3 1125G4/4GB/512GB/Win11 (4P5G8PA),13170000,HP,Intel Core i3 Tiger Lake,4,15.6,Card tích hợp - Intel UHD Graphics,SSD,512 GB SSD NVMe PCIe,Windows 11 Home SL,1.682,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-pavilion-15-eg0541tu-i3-4p5g8pa
Laptop Dell Vostro 3400 i3 1115G4/8GB/256GB/Office H&S/Win11 (70270644),12990000,Dell,Intel Core i3 Tiger Lake,8,14,Card tích hợp - Intel UHD Graphics,SSD,Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB),Windows 11 Home SL + Office Home & Student vĩnh viễn,1.64,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-vostro-3400-i3-70270644
Laptop HP Pavilion X360 14 dy0172TU i3 1125G4/4GB/256GB/Touch/Win11 (4Y1D7PA),12990000,HP,Intel Core i3 Tiger Lake,4,14,Card tích hợp - Intel UHD Graphics,SSD,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Windows 11 Home SL,1.525,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-pavilion-x360-14-dy0172tu-i3-4y1d7pa
Laptop Acer Aspire 3 A315 58 382Z i3 1115G4/8GB/256GB/Win11 (NX.ADDSV.00K),12990000,Acer,Intel Core i3 Tiger Lake,8,15.6,Card tích hợp - Intel UHD Graphics,SSD,Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB),Windows 11 Home SL,1.7,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/acer-aspire-3-a315-58-382z-i3-nxaddsv00k
Laptop Dell Vostro 3420 i3 1115G4/8GB/256GB/OfficeHS/Win11 (70283384),12990000,Dell,Intel Core i3 Tiger Lake,8,14,Card tích hợp - Intel UHD Graphics,SSD,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280) / 1 TB (2230))",Windows 11 Home SL + Office Home & Student vĩnh viễn,1.49,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-vostro-3420-i3-70283384
Laptop Asus VivoBook A415EA i3 1115G4/8GB/512GB/Win11 (AM2428W),12990000,Asus,Intel Core i3 Tiger Lake,8,14,Card tích hợp - Intel UHD Graphics,SSD,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB),Windows 11 Home SL,1.4,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-vivobook-a415ea-i3-am2428w
Laptop Acer Aspire A315 57G 32QP i3 1005G1/4GB/256GB/2GB MX330/Win11 (NX.HZRSV.00A),12490000,Acer,Intel Core i3 Ice Lake,4,15.6,"Card rời - NVIDIA GeForce MX330, 2 GB",SSD,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 512 GB)",Windows 11 Home SL,1.9,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/acer-aprise-a315-57g-32qp-i3-nxhzrsv00a
Laptop Dell Inspiron 15 3511 i3 1115G4/8GB/256GB/OfficeHS/Win11 (P112F001EBL),12390000,Dell,Intel Core i3 Tiger Lake,8,15.6,Card tích hợp - Intel UHD Graphics,SSD,Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 2 TB),Windows 11 Home SL + Office Home & Student vĩnh viễn,1.79,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-inspiron-15-3511-i3-p112f001ebl
Laptop Dell Vostro 3510 i3 1115G4/8GB/256GB/Office H&S/Win11 (V5I3305W),12390000,Dell,Intel Core i3 Tiger Lake,8,15.6,Card tích hợp - Intel UHD Graphics,SSD,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB (2280) / 1TB (2230))",Windows 11 Home SL + Office Home & Student vĩnh viễn,1.69,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-vostro-3510-i3-v5i3305w
Laptop HP Pavilion 15 eg0542TU i3 1125G4/4GB/256GB/Win11 (4P5G9PA),12270000,HP,Intel Core i3 Tiger Lake,4,15.6,Card tích hợp - Intel UHD Graphics,SSD,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Windows 11 Home SL,1.682,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-pavilion-15-eg0542tu-i3-4p5g9pa
